,artist_name,followers,genre,popularity,ID
153,Joni Mitchell,"{'href': None, 'total': 736848}","['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'traditional folk']",68,5hW4L92KnC6dX9t7tYM4Ve
154,Carnage,"{'href': None, 'total': 268178}","['edm', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",67,7CCjtD0hCK005Bvg2WG1a7
155,Berliner Philharmoniker,"{'href': None, 'total': 113325}","['classical', 'classical performance', 'orchestra']",72,6uRJnvQ3f8whVnmeoecv5Z
156,Tink,"{'href': None, 'total': 451318}","['chicago rap', 'deep pop r&b', 'drill', 'r&b', 'trap queen']",64,4v6XOdonnfpdTKTRJArG7v
157,LANCO,"{'href': None, 'total': 315236}","['contemporary country', 'country pop', 'modern country rock']",63,2lRH2dgU5Kk4Bc5phmII4T
158,Chase Atlantic,"{'href': None, 'total': 422966}","['modern rock', 'pop']",68,7cYEt1pqMgXJdq00hAwVpT
159,Conjunto Primavera,"{'href': None, 'total': 1048517}","['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",68,3nFB4eMP5gdqee2eQb8nZb
160,Ginuwine,"{'href': None, 'total': 1512246}","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'southern hip hop', 'urban contemporary']",67,7r8RF1tN2A4CiGEplkp1oP
161,Baby Bash,"{'href': None, 'total': 507215}","['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",64,12PSlydMSjEHzSCj9X5qv7
162,Kirk Franklin,"{'href': None, 'total': 735625}","['gospel', 'gospel r&b']",64,4akybxRTGHJZ1DXjLhJ1qu
163,America,"{'href': None, 'total': 853914}","['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",69,35U9lQaRWSQISxQAB94Meo
164,Megadeth,"{'href': None, 'total': 2621323}","['album rock', 'alternative metal', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",70,1Yox196W7bzVNZI7RBaPnf
165,Astrid S,"{'href': None, 'total': 554335}","['dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",73,3AVfmawzu83sp94QW7CEGm
166,Maxo Kream,"{'href': None, 'total': 275699}","['hip hop', 'houston rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",63,6xS5PpBWaVYraexEkEjjXv
167,Blue √ñyster Cult,"{'href': None, 'total': 841528}","['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock']",66,00tVTdpEhQQw1bqdu8RCx2
168,John Lennon,"{'href': None, 'total': 3291502}","['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']",72,4x1nvY2FN8jxqAFA0DA02H
169,Snakehips,"{'href': None, 'total': 311504}","['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",68,2FwJwEswyIUAljqgjNSHgP
170,Pinkfong,"{'href': None, 'total': 70219}","['cartoon', ""children's music"", 'dong-yo']",69,7cTXfwpe9peK0UE1bZyIWZ
171,Stormzy,"{'href': None, 'total': 1557119}","['grime', 'uk hip hop']",81,2SrSdSvpminqmStGELCSNd
172,Jack & Jack,"{'href': None, 'total': 1137104}","['dance pop', 'pop', 'post-teen pop', 'teen pop']",71,1INuLZXjjVbcJRyWvD1iSq
173,Creed,"{'href': None, 'total': 1783268}","['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",68,43sZBwHjahUvgbx1WNIkIz
174,King Krule,"{'href': None, 'total': 476314}",['art pop'],67,4wyNyxs74Ux8UIDopNjIai
175,Mick Gordon,"{'href': None, 'total': 103775}","['electronic djent', 'video game music']",67,13ab1LgQZ3tQOhkDRRYB8Y
176,Styx,"{'href': None, 'total': 937943}","['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",64,4salDzkGmfycRqNUbyBphh
177,Nelly Furtado,"{'href': None, 'total': 1890717}","['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']",72,2jw70GZXlAI8QzWeY2bgRc
178,Phantogram,"{'href': None, 'total': 550592}","['alternative dance', 'chillwave', 'dream pop', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'shimmer pop', 'vapor soul']",64,1l9d7B8W0IHy3LqWsxP2SH
179,Thomas Newman,"{'href': None, 'total': 153928}",['soundtrack'],68,1csBgT42N4pPPs1HJhxXIK
180,Ricardo Arjona,"{'href': None, 'total': 4714431}","['cantautor', 'latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']",77,0h1zs4CTlU9D2QtgPxptUD
181,Madlib,"{'href': None, 'total': 211934}","['alternative hip hop', 'funk', 'hip hop']",65,5LhTec3c7dcqBvpLRWbMcf
182,Intocable,"{'href': None, 'total': 1312801}","['banda', 'grupera', 'latin', 'latin pop', 'norteno', 'ranchera', 'regional mexican', 'tejano']",72,108moq3rq6bm1M4Ypz0J02
183,Mother Mother,"{'href': None, 'total': 228879}","['canadian indie', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock', 'vancouver indie']",65,0e86yPdC41PGRkLp2Q1Bph
184,Christopher Jackson,"{'href': None, 'total': 22932}","['hollywood', 'show tunes']",65,6sLwRSXSUF5JTUnQaFenyj
185,Simple Plan,"{'href': None, 'total': 2417791}","['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk', 'post-grunge']",71,2p4FqHnazRucYQHyDCdBrJ
186,Ryan Hurd,"{'href': None, 'total': 76950}","['contemporary country', 'country pop']",63,7lDVEkjIURPMyUYwoQRrpw
187,Said the Sky,"{'href': None, 'total': 160719}","['edm', 'electropop', 'melodic dubstep', 'pop edm']",64,4LZ4De2MoO3lP6QaNCfvcu
188,JPEGMAFIA,"{'href': None, 'total': 207079}","['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'industrial hip hop', 'rap', 'underground hip hop']",65,6yJ6QQ3Y5l0s0tn7b0arrO
189,Kansas,"{'href': None, 'total': 838834}","['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",68,2hl0xAkS2AIRAu23TVMBG1
190,Sleepy Times,"{'href': None, 'total': 2707}",['sleep'],67,2tZbAzQxbp2fvMbVR9glOT
191,Parmalee,"{'href': None, 'total': 116983}","['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'modern uplift']",63,4TshyQDihSYXSWqvclXl3I
192,Ugly God,"{'href': None, 'total': 1742782}","['meme rap', 'trap', 'underground hip hop', 'vapor trap']",63,3Fdm9TFJQCLmC3AWMuGExi
193,Mick Jenkins,"{'href': None, 'total': 363982}","['chicago rap', 'conscious hip hop', 'drill', 'escape room', 'hip hop', 'rap', 'underground hip hop']",65,1FvjvACFvko2Z91IvDljrx
194,Hayley Kiyoko,"{'href': None, 'total': 1135974}","['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop']",67,3LjhVl7GzYsza1biQjTpaN
195,The Velvet Underground,"{'href': None, 'total': 1044589}","['alternative rock', 'art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']",68,1nJvji2KIlWSseXRSlNYsC
196,Puddle Of Mudd,"{'href': None, 'total': 1128707}","['alternative metal', 'alternative rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']",65,3dXaa6jwM7B52GZpaJEIr5
197,Al Green,"{'href': None, 'total': 1235005}","['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",68,3dkbV4qihUeMsqN4vBGg93
198,Edwin Luna y La Trakalosa de Monterrey,"{'href': None, 'total': 1657090}","['banda', 'regional mexican']",71,4LFOoXhMhnq9U8VsZkSwxl
199,Thirty Seconds To Mars,"{'href': None, 'total': 2580166}","['modern rock', 'post-grunge', 'rock']",70,0RqtSIYZmd4fiBKVFqyIqD
200,Unknown Mortal Orchestra,"{'href': None, 'total': 528540}","['chillwave', 'dream pop', 'indie pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'new rave', 'portland hip hop']",66,1LeVJ5GPeYDOVUjxx1y7Rp
201,Thousand Foot Krutch,"{'href': None, 'total': 763286}","['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap metal']",68,6GfiCQDFYANz5wUkSmb3Dr
202,Michael Giacchino,"{'href': None, 'total': 154669}",['soundtrack'],67,4kLvhMAuCloLxoP1aVM7Lr
203,Jeremy Soule,"{'href': None, 'total': 67018}","['scorecore', 'soundtrack', 'video game music']",66,77yY2QmM6bYvjJ3y5L2R0v
204,Hot Chelle Rae,"{'href': None, 'total': 451125}","['dance pop', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",64,6jTnHxhb6cDCaCu4rdvsQ0
205,Birdman,"{'href': None, 'total': 642925}","['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",63,35sCXuy5gN6Or69rZ9vqBs
206,Three 6 Mafia,"{'href': None, 'total': 659917}","['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,26s8LSolLfCIY88ysQbIuT
207,We The Kings,"{'href': None, 'total': 1025443}","['neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",67,3ao3jf5d70Tf4fPh2bnXVl
208,Randy Newman,"{'href': None, 'total': 133194}","['disney', 'movie tunes', 'singer-songwriter']",66,3HQyFCFFfJO3KKBlUfZsyW
209,Montgomery Gentry,"{'href': None, 'total': 861235}","['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",62,3bGXaFVQLASmDMdjjeJr8a
210,Krizz Kaliko,"{'href': None, 'total': 222450}","['country rap', 'rap rock']",63,3SEJQy90Vgg1aSnZ9b4AU9
211,Alex & Sierra,"{'href': None, 'total': 853182}","['neo mellow', 'pop', 'post-teen pop', 'viral pop']",68,58MLl9nC29IXbE4nEtuoP2
212,Snow Patrol,"{'href': None, 'total': 1950145}","['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",71,3rIZMv9rysU7JkLzEaC5Jp
213,Juvenile,"{'href': None, 'total': 597007}","['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,0rG0AZBscc8S8q1ahIsasI
214,Joe,"{'href': None, 'total': 973658}","['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",65,3zTOe1BtyTkwNvYZOxXktX
215,Yellow Claw,"{'href': None, 'total': 884383}","['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap']",70,47z7ZrgFoBvVpCnElCE3Zh
216,Project Pat,"{'href': None, 'total': 370861}","['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",62,08Ld63UgKrJ0nZnCkzHtzc
217,N.W.A.,"{'href': None, 'total': 2819807}","['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",67,4EnEZVjo3w1cwcQYePccay
218,Jagged Edge,"{'href': None, 'total': 1173310}","['atl hip hop', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",65,7Aq8lpLMSt1Zxu56pe9bmp
219,Ariel Camacho y Los Plebes Del Rancho,"{'href': None, 'total': 2055073}","['banda', 'regional mexican pop']",67,2Lxa3SFNEW0alfRvtdXOul
220,Juelz Santana,"{'href': None, 'total': 439826}","['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']",65,6Uh8uJyN9g7oFjDK16nJgb
221,Sik World,"{'href': None, 'total': 183797}","['pop rap', 'rap']",65,39G9Mcs99KhOEtVuthwztS
222,Cold War Kids,"{'href': None, 'total': 618020}","['garage rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",64,6VDdCwrBM4qQaGxoAyxyJC
223,Barrett Wilbert Weed,"{'href': None, 'total': 31432}","['broadway', 'hollywood', 'pop', 'show tunes']",64,5yCkSShz4MTqE4Lp6fVZMz
224,Duckwrth,"{'href': None, 'total': 150451}","['escape room', 'underground hip hop']",66,6I3MElirhT5t6Kf7p0hGk9
225,Don Henley,"{'href': None, 'total': 747755}","['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'yacht rock']",66,5dbuFbrHa1SJlQhQX9OUJ2
226,Cyndi Lauper,"{'href': None, 'total': 1212034}","['dance pop', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop', 'pop rock', 'soft rock']",71,2BTZIqw0ntH9MvilQ3ewNY
227,Mamamoo,"{'href': None, 'total': 1688011}","['k-pop', 'k-pop girl group']",72,0XATRDCYuuGhk0oE7C0o5G
228,Shakey Graves,"{'href': None, 'total': 333003}","['austin americana', 'austindie', 'deep new americana', 'indie folk', 'indie rock', 'modern rock', 'new americana', 'stomp and holler']",63,1fZpYWNWdL5Z3wrDtISFUH
229,Ben Howard,"{'href': None, 'total': 1700777}","['british singer-songwriter', 'fingerstyle', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",71,5schNIzWdI9gJ1QRK8SBnc
230,Trivium,"{'href': None, 'total': 957408}","['alternative metal', 'groove metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal']",68,278ZYwGhdK6QTzE3MFePnP
231,Jeremy Camp,"{'href': None, 'total': 590721}","['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",62,5wpEBloInversG3zp3CVAk
232,Fleet Foxes,"{'href': None, 'total': 953960}","['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'seattle indie', 'stomp and holler']",66,4EVpmkEwrLYEg6jIsiPMIb
233,Gym Class Heroes,"{'href': None, 'total': 1078448}","['dance pop', 'pop', 'pop rap']",67,4IJczjB0fJ04gs4uvP0Fli
234,Naomi Scott,"{'href': None, 'total': 191007}",['vapor pop'],68,2Zi3RrdQqk63Xj0914STkS
235,Wiener Philharmoniker,"{'href': None, 'total': 70274}","['classical', 'classical performance', 'orchestra']",71,003f4bk13c6Q3gAUXv7dGJ
236,GameChops,"{'href': None, 'total': 66130}",['otacore'],65,1T7zBkQCOCacKjbnmFX7cp
237,JT Music,"{'href': None, 'total': 279266}","['antiviral pop', 'comic', 'otacore']",65,5qvrAlKjc0Sqrqz6v2wBGk
238,Cam‚Äôron,"{'href': None, 'total': 383425}","['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,7iMvwE8qANp3aIfAGKEAwS
239,Mase,"{'href': None, 'total': 408939}","['gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",66,1wiBLzTI7z9RUwEpNPdFT6
240,Cher,"{'href': None, 'total': 1504056}","['dance pop', 'hollywood', 'new wave pop', 'pop']",71,72OaDtakiy6yFqkt4TsiFt
241,John Michael Montgomery,"{'href': None, 'total': 544335}","['contemporary country', 'country', 'country road']",62,7mPcfx7PhnBh6n4HMCd61A
242,Los Amables Del Norte,"{'href': None, 'total': 34640}","['corrido', 'deep regional mexican', 'norteno']",64,7r1Ecc2TAxhyLeGac53N6K
243,Anna Kendrick,"{'href': None, 'total': 254588}","['hollywood', 'movie tunes']",66,6xfqnpe2HnLVUaYXs2F8YS
244,Ingrid Michaelson,"{'href': None, 'total': 648434}","['acoustic pop', 'ectofolk', 'indiecoustica', 'lilith', 'neo mellow', 'pop', 'pop rock']",64,2vm8GdHyrJh2O2MfbQFYG0
245,Common,"{'href': None, 'total': 595951}","['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'neo soul', 'rap']",65,2GHclqNVjqGuiE5mA7BEoc
246,CeeLo Green,"{'href': None, 'total': 406646}",['atl hip hop'],66,5nLYd9ST4Cnwy6NHaCxbj8
247,Pepe Aguilar,"{'href': None, 'total': 2053334}","['grupera', 'latin talent show', 'mariachi', 'ranchera']",74,03Yb3iBy9GCifXiATEFcit
248,Bad Company,"{'href': None, 'total': 572940}","['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",63,5AEG63ajney2BoDXi0Vb84
249,Poison,"{'href': None, 'total': 1915346}","['album rock', 'glam metal', 'hard rock', 'rock']",65,1fBCIkoPOPCDLUxGuWNvyo
250,Carole King,"{'href': None, 'total': 729864}","['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'quiet storm', 'rock', 'singer-songwriter', 'soft rock', 'soul']",67,319yZVtYM9MBGqmSQnMyY6
251,Kina Grannis,"{'href': None, 'total': 368374}","['acoustic pop', 'neo mellow', 'pop rock', 'viral pop']",70,7h4j9YTJJuAHzLCc3KCvYu
252,Crush,"{'href': None, 'total': 545490}","['k-pop', 'korean r&b']",69,6aLdhHUqgdKE86xbtNmY8g
253,Leona Lewis,"{'href': None, 'total': 2212584}","['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop', 'urban contemporary']",71,5lKZWd6HiSCLfnDGrq9RAm
254,Carlos Vives,"{'href': None, 'total': 3727737}","['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",73,4vhNDa5ycK0ST968ek7kRr
255,BANKS,"{'href': None, 'total': 878327}","['alternative r&b', 'art pop', 'dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'pop']",66,2xe8IXgCTpwHE3eA9hTs4n
256,The Internet,"{'href': None, 'total': 756157}","['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",64,7GN9PivdemQRKjDt4z5Zv8
257,Ramon Ayala Y Sus Bravos Del Norte,"{'href': None, 'total': 208030}","['grupera', 'norteno', 'regional mexican']",65,5j9R5dTGerKvdXopZnfJh9
258,The Used,"{'href': None, 'total': 728735}","['emo', 'pop punk', 'post-hardcore', 'screamo']",64,55VydwMyCuGcavwPuhutPL
259,Alfredo Olivas,"{'href': None, 'total': 2610648}","['banda', 'deep regional mexican', 'regional mexican', 'regional mexican pop']",72,5xYNmNkaWRqu3e5F4UXME8
260,Cardenales De Nuevo Le√≥n,"{'href': None, 'total': 623904}","['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",69,0GpuSge5ffZ053NhXxgQkV
261,Mandolin Orange,"{'href': None, 'total': 150802}","['deep new americana', 'indie folk', 'new americana', 'progressive bluegrass', 'stomp and holler']",62,675tsBPpaZtqyiBwEf3ZEP
262,Neck Deep,"{'href': None, 'total': 448725}","['pop punk', 'uk pop punk']",65,2TM0qnbJH4QPhGMCdPt7fH
263,Doe Boy,"{'href': None, 'total': 48656}","['atl hip hop', 'atl trap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",62,6aLoJJxz7MV2iZ423S8tJC
264,Yellowcard,"{'href': None, 'total': 1006035}","['bow pop', 'emo', 'pop punk', 'pop rock', 'post-grunge', 'socal pop punk']",64,3zxKH0qp3nBCuPZCZT5Vaf
265,Antonio Aguilar,"{'href': None, 'total': 984671}","['banda', 'grupera', 'mariachi', 'norteno', 'ranchera', 'regional mexican']",69,0PN0fbe41KbuzlRYnoajNm
266,Waterparks,"{'href': None, 'total': 222304}","['indie pop', 'modern alternative rock', 'modern rock', 'neon pop punk', 'pixie', 'pop punk', 'rock', 'texas pop punk']",64,3QaxveoTiMetZCMp1sftiu
267,Mr. Probz,"{'href': None, 'total': 292450}","['dutch hip hop', 'tropical house']",70,33W1pnW9zScZtYTnAoWnOT
268,Skizzy Mars,"{'href': None, 'total': 254825}","['deep underground hip hop', 'indie pop rap', 'pop rap', 'rap', 'underground hip hop']",62,00Z3UDoAQwzvGu13HoAM7J
269,Duran Duran,"{'href': None, 'total': 1495537}","['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",69,0lZoBs4Pzo7R89JM9lxwoT
270,Andrew Lloyd Webber,"{'href': None, 'total': 175683}","['broadway', 'show tunes', 'west end']",66,4aP1lp10BRYZO658B2NwkG
271,Dimitri Vegas & Like Mike,"{'href': None, 'total': 2770991}","['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",78,73jBynjsVtofjRpdpRAJGk
272,Commodores,"{'href': None, 'total': 922704}","['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",67,6twIAGnYuIT1pncMAsXnEm
273,Phoenix,"{'href': None, 'total': 1572680}","['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",66,1xU878Z1QtBldR7ru9owdU
274,The Charlie Daniels Band,"{'href': None, 'total': 349397}","['classic rock', 'country', 'country rock', 'southern rock']",61,12d4iIvTOk7JkI6ecvc3ca
275,Juan Luis Guerra 4.40,"{'href': None, 'total': 1707869}","['bachata', 'latin', 'latin pop', 'salsa choke', 'tropical']",72,3nlpTZci9O5W8RsNoNH559
276,Genesis,"{'href': None, 'total': 1815467}","['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",70,3CkvROUTQ6nRi9yQOcsB50
277,Knxwledge,"{'href': None, 'total': 96599}","['abstract beats', 'alternative hip hop', 'alternative r&b', 'indie soul', 'wonky']",64,17Zu03OgBVxgLxWmRUyNOJ
278,√ìlafur Arnalds,"{'href': None, 'total': 450021}","['bow pop', 'chamber pop', 'compositional ambient', 'focus', 'icelandic classical', 'neo-classical', 'neoclassical']",69,7E3BRXV9ZbCt5lQTCXMTia
279,Eazy-E,"{'href': None, 'total': 2470285}","['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",65,7B4hKK0S9QYnaoqa9OuwgX
280,Walker Hayes,"{'href': None, 'total': 216027}","['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",61,7sKxqpSqbIzphAKAhrqvlf
281,TheFatRat,"{'href': None, 'total': 687053}",['gaming edm'],70,3OKg7YbOIatODzkRIbLJR4
282,Zaytoven,"{'href': None, 'total': 246434}","['atl hip hop', 'atl trap', 'dirty south rap', 'gangster rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",62,1mceaxtjWdEmwoDVAlkC41
283,Miles Davis,"{'href': None, 'total': 1760379}","['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",67,0kbYTNQb4Pb1rPbbaF0pT4
284,Bush,"{'href': None, 'total': 1030769}","['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",64,78SHxLdtysAXgywQ4vE0Oa
285,Mobb Deep,"{'href': None, 'total': 1015194}","['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",68,6O2zJ0tId7g07yzHtX0yap
286,King Gizzard & The Lizard Wizard,"{'href': None, 'total': 470703}","['australian indie', 'australian psych', 'neo-psychedelic']",65,6XYvaoDGE0VmRt83Jss9Sn
287,AmaLee,"{'href': None, 'total': 218874}","['anime latino', 'otacore']",65,4sf4DrAOkheqktxTyKm7tO
288,Bun B,"{'href': None, 'total': 517823}","['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,45a6gCQWq61lIUDmr1tKuO
