,artist_name,followers,genre,popularity,ID
289,Alabama Shakes,"{'href': None, 'total': 1320411}","['alabama indie', 'indie rock', 'modern blues rock', 'rock']",64,16GcWuvvybAoaHr0NqT8Eh
290,Sylvan Esso,"{'href': None, 'total': 378416}","['art pop', 'chamber pop', 'electropop', 'etherpop', 'indie folk', 'indie pop', 'indietronica', 'shimmer pop']",63,39vA9YljbnOApXKniLWBZv
291,Wilco,"{'href': None, 'total': 516716}","['alternative country', 'alternative rock', 'chamber pop', 'chicago indie', 'indie folk', 'indie pop', 'indie rock', 'rock', 'roots rock', 'stomp and holler']",64,2QoU3awHVdcHS8LrZEKvSM
292,Vertical Worship,"{'href': None, 'total': 95692}","['anthem worship', 'ccm', 'christian music', 'world worship', 'worship']",62,6N6Sk9XOoHsadAGYR44C2o
293,Alison Krauss,"{'href': None, 'total': 208654}","['bluegrass', 'folk', 'lilith', 'progressive bluegrass']",63,5J6L7N6B4nI1M5cwa29mQG
294,Slim Thug,"{'href': None, 'total': 506397}","['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",61,0st5vgzw9XkH5ALJiUM1lE
295,LL Cool J,"{'href': None, 'total': 878261}","['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jack swing', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",65,1P8IfcNKwrkQP5xJWuhaOC
296,KB,"{'href': None, 'total': 233055}","['christian hip hop', 'christian trap']",61,77IKXFvO7SpWrq8hflrUXc
297,Lea Salonga,"{'href': None, 'total': 117034}","['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",65,1GlMjIezcLwV3OFlX0uXOv
298,Los Alegres Del Barranco,"{'href': None, 'total': 274395}","['corrido', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']",63,2TSslwx9J30KElgEr68sdv
299,New Order,"{'href': None, 'total': 1137382}","['art rock', 'britpop', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",69,0yNLKJebCb8Aueb54LYya3
300,Tammi Terrell,"{'href': None, 'total': 94173}",['motown'],67,75jNCko3SnEMI5gwGqrbb8
301,Los Acosta,"{'href': None, 'total': 646049}","['banda', 'cumbia', 'grupera', 'norteno', 'regional mexican']",67,1sxekzjeHJaqkZbpaaGR9x
302,Blondie,"{'href': None, 'total': 712470}","['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",69,4tpUmLEVLCGFr93o8hFFIB
303,Caribou,"{'href': None, 'total': 455912}","['alternative dance', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indietronica', 'intelligent dance music', 'new rave']",68,4aEnNH9PuU1HF3TsZTru54
304,Faith Evans,"{'href': None, 'total': 787501}","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",66,5NDMothbpdpq2xHqSjrrWn
305,Matt Maher,"{'href': None, 'total': 244331}","['anthem worship', 'canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'roots worship', 'world worship', 'worship']",62,1dPl8axUL09mso0myZqPZW
306,Parachute,"{'href': None, 'total': 495876}","['acoustic pop', 'charlottesville indie', 'indiecoustica', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",64,2PCUhxD40qlMqsKHjTZD2e
307,Reese LAFLARE,"{'href': None, 'total': 39225}","['trap soul', 'underground hip hop', 'vapor trap']",62,07V3atNq2TyPNDYmzp6Dyy
308,Bow Wow,"{'href': None, 'total': 751487}","['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",64,7352aRY2mqSxBZwzUb6LmA
309,Taio Cruz,"{'href': None, 'total': 1716054}","['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",71,6MF9fzBmfXghAz953czmBC
310,O.A.R.,"{'href': None, 'total': 256818}","['acoustic pop', 'neo mellow', 'pop rock']",60,1Cq0LAHFfvUTBEtMPXUidI
311,LCD Soundsystem,"{'href': None, 'total': 709103}","['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",65,066X20Nz7iquqkkCW6Jxy6
312,Trina,"{'href': None, 'total': 546042}","['deep pop r&b', 'escape room', 'hip pop', 'miami hip hop', 'pop rap', 'r&b', 'rap', 'rap latina', 'southern hip hop', 'trap', 'trap queen']",62,4PrinKSrmILmo0kERG0Ogn
313,Ramones,"{'href': None, 'total': 1682030}","['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",69,1co4F2pPNH8JjTutZkmgSm
314,Don McLean,"{'href': None, 'total': 447124}","['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",67,1gRNBaI4yn6wCCTvRhGWh8
315,Ghostface Killah,"{'href': None, 'total': 497283}","['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",64,6FD0unjzGQhX3b6eMccMJe
316,D'Angelo,"{'href': None, 'total': 852184}","['alternative r&b', 'funk', 'hip hop', 'indie soul', 'neo soul', 'r&b', 'soul', 'urban contemporary']",65,336vr2M3Va0FjyvB55lJEd
317,Huey Lewis & The News,"{'href': None, 'total': 774683}","['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",65,7A9yZMTrFZcgEWAX2kBfK6
318,Raekwon,"{'href': None, 'total': 356445}","['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",64,2yQf6b8hxahZaT5dHlWaB1
319,Danny Brown,"{'href': None, 'total': 510817}","['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",63,7aA592KWirLsnfb5ulGWvU
320,The Kiboomers,"{'href': None, 'total': 10619}","['music box', 'nursery']",66,1qKLikeNYpQFSsDAjg7HpI
321,Madeon,"{'href': None, 'total': 518946}","['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']",64,4pb4rqWSoGUgxm63xmJ8xc
322,Willy William,"{'href': None, 'total': 130159}",['francoton'],71,4RSyJzf7ef6Iu2rnLdabNq
323,Jesus Culture,"{'href': None, 'total': 757210}","['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",64,0Onvkz1Nbs4wHXXUwOIGk8
324,Luther Vandross,"{'href': None, 'total': 1288894}","['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",65,19y5MFBH7gohEdGwKM7QsP
325,Sammie,"{'href': None, 'total': 313680}","['deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",64,4p07QU02SrLsaORo25h2Lg
326,Popcaan,"{'href': None, 'total': 394904}","['dancehall', 'reggae fusion']",68,62DmErcU7dqZbJaDqwsqzR
327,Johnnyswim,"{'href': None, 'total': 169447}","['acoustic pop', 'folk-pop', 'indie folk', 'indiecoustica', 'neo mellow', 'stomp and holler']",61,4igDSX1kgfWbVTDCywcBGm
328,The Alchemist,"{'href': None, 'total': 148453}","['alternative hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop', 'west coast rap']",63,0eVyjRhzZKke2KFYTcDkeu
329,"Crosby, Stills & Nash","{'href': None, 'total': 939348}","['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",63,2pdvghEHZJtgSXZ7cvNLou
330,Billie Holiday,"{'href': None, 'total': 1170839}","['adult standards', 'jazz blues', 'lounge', 'soul', 'torch song', 'vocal jazz']",66,1YzCsTRb22dQkh9lghPIrp
331,Regulo Caro,"{'href': None, 'total': 1181044}","['banda', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']",66,0YRwUbRxrawmnBdixwJi5W
332,Jason Isbell and the 400 Unit,"{'href': None, 'total': 113273}","['alternative country', 'deep new americana', 'folk', 'indie folk', 'new americana', 'roots rock', 'stomp and holler']",61,3Lg3FGwBxOGuefqekQzRUf
333,Z-Ro,"{'href': None, 'total': 387936}","['dirty south rap', 'gangster rap', 'houston rap', 'latin hip hop', 'southern hip hop']",59,6MrdwyCIKbpXmTKQBlG3uq
334,ZICO,"{'href': None, 'total': 653513}","['k-pop', 'korean pop', 'korean r&b']",71,4XpUIb8uuNlIWVKmgKZXC0
335,Rick Springfield,"{'href': None, 'total': 407026}","['album rock', 'australian rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",62,6IFXsrXBpwbIqtOUOiAa3p
336,Moby,"{'href': None, 'total': 1146075}","['downtempo', 'electronica']",71,3OsRAKCvk37zwYcnzRf5XF
337,Yung Bleu,"{'href': None, 'total': 449606}","['alabama rap', 'deep pop r&b', 'trap']",60,3KNIG74xSTc3dj0TRy7pGX
338,Futuristic,"{'href': None, 'total': 426943}","['deep underground hip hop', 'indie pop rap', 'pop rap', 'rap']",62,5Z5jUyiNvFaqp0EVyLNf0p
339,Eddie Money,"{'href': None, 'total': 411725}","['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",61,4Tw2N3wdvJPGEU7JqMxFfE
340,Warren G,"{'href': None, 'total': 1160224}","['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",66,2B4ZHz4QDWJTXPFPgO5peE
341,Linda Ronstadt,"{'href': None, 'total': 380442}","['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",64,1sXbwvCQLGZnaH0Jp2HTVc
342,LMFAO,"{'href': None, 'total': 3387553}","['dance pop', 'pop', 'pop rap']",68,3sgFRtyBnxXD5ESfmbK4dl
343,Jordin Sparks,"{'href': None, 'total': 1410884}","['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",67,2AQjGvtT0pFYfxR3neFcvz
344,Mez,"{'href': None, 'total': 7930}",['nc hip hop'],62,30C5wgn4celhRP3Tytv7R6
345,a-ha,"{'href': None, 'total': 1123676}","['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",72,2jzc5TC5TVFLXQlBNiIUzE
346,Royal Philharmonic Orchestra,"{'href': None, 'total': 82998}",['orchestra'],70,0MvSBMGRQJY3mRwIbJsqF1
347,Vulfpeck,"{'href': None, 'total': 494073}","['ann arbor indie', 'funk rock', 'instrumental funk']",64,7pXu47GoqSYRajmBCjxdD6
348,Cheap Trick,"{'href': None, 'total': 748210}","['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']",65,1LB8qB5BPb3MHQrfkvifXU
349,AlunaGeorge,"{'href': None, 'total': 382192}","['electropop', 'house', 'indietronica', 'pop', 'tropical house']",69,2VAnyOxzJuSAj7XIuEOT38
350,Los Caminantes,"{'href': None, 'total': 690865}","['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",63,6ziEnj8UydSg8dr68C3aut
351,Pancho Barraza,"{'href': None, 'total': 1174042}","['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",67,5dmU7FrmtbQaSzIvGsE4Jp
352,Jay Park,"{'href': None, 'total': 986696}","['k-hop', 'k-pop', 'korean r&b']",66,4XDi67ZENZcbfKnvMnTYsI
353,Clint Black,"{'href': None, 'total': 484891}","['country', 'country road', 'country rock']",60,3Ay15wt0QChT4Kapsuw5Jt
354,Far East Movement,"{'href': None, 'total': 931493}","['dance pop', 'edm', 'pop', 'pop rap']",67,698hF4vcwHwPy8ltmXermq
355,London Philharmonic Orchestra,"{'href': None, 'total': 231619}","['classical', 'orchestra']",69,3PfJE6ebCbCHeuqO4BfNeA
356,High School Musical Cast,"{'href': None, 'total': 1112938}","['dance pop', 'post-teen pop']",68,2gUMs9PE8XZVQyzCDqaYmW
357,Joe Nichols,"{'href': None, 'total': 487448}","['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",60,4aJTB79uwT4sP0Nb8QGWHc
358,Greyson Chance,"{'href': None, 'total': 370072}","['dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'viral pop']",65,0Qnx1MPnHYt3jJCYrRFVwX
359,Leeland,"{'href': None, 'total': 172567}","['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",63,6j1fmLreVuAay7k6Gudfa2
360,Rockabye Lullaby,"{'href': None, 'total': 14441}",['lullaby'],64,3y0d6ljlxup7X9hZKSdKbr
361,Hannah Montana,"{'href': None, 'total': 2647314}","['dance pop', 'pop', 'post-teen pop', 'social media pop']",66,7nU4hB040gTmHm45YYMvqc
362,Tritonal,"{'href': None, 'total': 188758}","['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']",64,521qvhdobR0GzhvU6TFw76
363,Francesca Battistelli,"{'href': None, 'total': 396790}","['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",61,29ywwKkxfoH7iWwNY1UezA
364,Saliva,"{'href': None, 'total': 532595}","['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",62,5S6hjAxgxjsLylsTtMIimO
365,Webbie,"{'href': None, 'total': 624721}","['baton rouge rap', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",59,6aIm51fHkokqlJn2vzNTH8
366,The Wood Brothers,"{'href': None, 'total': 146539}","['blues rock', 'deep new americana', 'funk', 'indie folk', 'jam band', 'modern blues', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",60,6FxuPrpa8phaP3Xn73emhT
367,Bridgit Mendler,"{'href': None, 'total': 1044193}","['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",65,4VhL8KLjVso4vLfOLVViTb
368,Of Mice & Men,"{'href': None, 'total': 917331}","['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",63,4tususHNaR68xdgLstlGBA
369,Count Basie,"{'href': None, 'total': 239480}","['adult standards', 'bebop', 'big band', 'cool jazz', 'jazz', 'jazz piano', 'lounge', 'swing', 'vocal jazz']",66,2jFZlvIea42ZvcCw4OeEdA
370,Nina Nesbitt,"{'href': None, 'total': 241220}","['dance pop', 'electropop', 'neo-singer-songwriter', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",70,7AzjETXRUKNRSJHMW9GIqd
371,Robin Thicke,"{'href': None, 'total': 1548721}","['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",67,0ZrpamOxcZybMHGg1AYtHP
372,Spice Girls,"{'href': None, 'total': 1686165}","['dance pop', 'europop', 'girl group', 'pop']",70,0uq5PttqEjj3IH1bzwcrXF
373,Four Tops,"{'href': None, 'total': 603959}","['adult standards', 'brill building pop', 'classic soul', 'disco', 'folk rock', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']",66,7fIvjotigTGWqjIz6EP1i4
374,SWV,"{'href': None, 'total': 1014437}","['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",62,2NmK5FyrQ18HOPXq1UBzqa
375,Hardwell,"{'href': None, 'total': 3188320}","['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'tropical house']",73,6BrvowZBreEkXzJQMpL174
376,Banda Machos,"{'href': None, 'total': 656365}","['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'ranchera', 'regional mexican']",64,7MyUjj79oHy7I8RocrtzZ2
377,Eve,"{'href': None, 'total': 665865}","['dance pop', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'r&b', 'rap', 'urban contemporary']",67,4d3yvTptO48nOYTPBcPFZC
378,Jos√© Jos√©,"{'href': None, 'total': 2541197}","['bolero', 'cancion melodica', 'latin pop']",75,4mN0qcMxWX8oToqfDPM5yV
379,Lykke Li,"{'href': None, 'total': 1322664}","['art pop', 'dance pop', 'electropop', 'indie pop', 'indietronica', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",70,6oBm8HB0yfrIc9IHbxs6in
380,The Lonely Island,"{'href': None, 'total': 878184}","['comedy rap', 'comic']",65,1f5GqyOPo0CkotzzRwviBu
381,The Mamas & The Papas,"{'href': None, 'total': 808624}","['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",66,1bs7HoMkSyQwcobCpE9KpN
382,The Knocks,"{'href': None, 'total': 128803}","['alternative dance', 'edm', 'indie pop', 'indie poptimism', 'indietronica', 'new french touch', 'nu disco', 'pop', 'shimmer pop', 'tropical house', 'vapor soul']",64,2x7EATekOPhFGRx3syMGEC
383,Car Seat Headrest,"{'href': None, 'total': 240573}","['alternative rock', 'anti-folk', 'indie pop', 'indie punk', 'indie rock']",62,5PbpKlxQE0Ktl5lcNABoFf
384,Dabin,"{'href': None, 'total': 77051}","['canadian electronic', 'catstep', 'chillstep', 'edm', 'electropop', 'melodic dubstep', 'pop edm']",62,7lZauDnRoAC3kmaYae2opv
385,Bronco,"{'href': None, 'total': 1148814}","['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",70,0VKh7CQDi9MkUvaBMoK1V0
386,Robyn,"{'href': None, 'total': 632709}","['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",67,6UE7nl9mha6s8z0wFQFIZ2
387,Whitesnake,"{'href': None, 'total': 1532733}","['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",68,3UbyYnvNIT5DFXU4WgiGpP
388,Styles P,"{'href': None, 'total': 356790}","['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,2x8KDZdSONA3872CnhaAlX
389,Jeff Williams,"{'href': None, 'total': 75111}","['antiviral pop', 'comic', 'otacore']",62,6jy0VQ5tLwEKBeMxZ1aK4J
390,Joywave,"{'href': None, 'total': 164341}","['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rochester ny indie', 'rock', 'shimmer pop', 'vapor soul']",61,1UfzhwcOR4yfX7yHTPfC9m
391,Four Tet,"{'href': None, 'total': 420614}","['alternative dance', 'electronica', 'folktronica', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']",69,7Eu1txygG6nJttLHbZdQOh
392,D12,"{'href': None, 'total': 1354119}","['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'rap rock', 'southern hip hop']",66,5Qi4Bb7a8C0a00NZcA77L0
393,Kris Kristofferson,"{'href': None, 'total': 290418}","['country rock', 'folk', 'folk rock', 'outlaw country', 'roots rock', 'singer-songwriter', 'traditional folk']",63,0vYQRW5LIDeYQOccTviQNX
394,INXS,"{'href': None, 'total': 1336669}","['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",69,1eClJfHLoDI4rZe5HxzBFv
395,Banda Carnaval,"{'href': None, 'total': 1281639}","['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",66,6LOvxDn71T0wWhCDNcXcUj
396,Gabrielle Aplin,"{'href': None, 'total': 535472}","['acoustic pop', 'dance pop', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']",68,3w6zswp5THsSKYLICUbDTZ
397,LiSA,"{'href': None, 'total': 799436}","['anime rock', 'j-pixie', 'otacore']",70,0blbVefuxOGltDBa00dspv
398,Salaam Remi,"{'href': None, 'total': 14429}",['hip hop'],63,0rlS0SzVFk8BoiAW0fGBbN
399,Breathe Carolina,"{'href': None, 'total': 295368}","['edm', 'electro house', 'electropowerpop', 'neon pop punk', 'pop punk', 'trancecore']",65,53M4Iv2RkzzxFFvW2B1jhC
400,Charlie Wilson,"{'href': None, 'total': 602157}","['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",62,6CxZzQFUTM6AzgluGwtq5w
401,Blue October,"{'href': None, 'total': 272050}","['alternative metal', 'neo mellow', 'pop rock', 'post-grunge', 'san marcos tx indie']",60,1TJbmc7jTpw78GKCiMpvDh
402,Thin Lizzy,"{'href': None, 'total': 687993}","['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",66,6biWAmrHyiMkX49LkycGqQ
403,The Marshall Tucker Band,"{'href': None, 'total': 459445}","['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",59,59QxeZBL6k9L4oJBGSyukd
404,MK,"{'href': None, 'total': 179312}","['dance pop', 'deep groove house', 'edm', 'house', 'pop', 'tropical house']",72,1yqxFtPHKcGcv6SXZNdyT9
405,Sugar Ray,"{'href': None, 'total': 552477}","['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock', 'post-grunge']",61,4uN3DsfENc7dp0OLO0FEIb
406,Audien,"{'href': None, 'total': 143160}","['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",62,4xnMDfgEmXZEEDdITKcGuE
407,Camila,"{'href': None, 'total': 2364294}","['latin', 'latin arena pop', 'latin pop', 'pop']",71,2gRP1Ezbtj3qrERnd0XasU
408,James Blunt,"{'href': None, 'total': 2152201}","['neo mellow', 'pop', 'pop rock']",76,7KMqksf0UMdyA0UCf4R3ux
409,Blackstreet,"{'href': None, 'total': 457006}","['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",64,2P3cjUru4H3fhSXXNxE9kA
410,Musiq Soulchild,"{'href': None, 'total': 737342}","['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",61,3UVRliakQfa1pMWIsNuiZ8
411,Tracy Byrd,"{'href': None, 'total': 409880}","['contemporary country', 'country', 'country road', 'country rock', 'redneck']",59,0xxJO75NeIAF5jYruLYIDT
412,The Wombats,"{'href': None, 'total': 760632}","['garage rock', 'indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",69,0Ya43ZKWHTKkAbkoJJkwIB
413,Dido,"{'href': None, 'total': 941856}","['dance pop', 'new wave pop', 'pop rock']",70,2mpeljBig2IXLXRAFO9AAs
414,Paul Anka,"{'href': None, 'total': 327574}","['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",65,7ceUfdWq2t5nbatS6ollHh
415,Brian Eno,"{'href': None, 'total': 395990}","['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'experimental rock', 'fourth world', 'glam rock', 'minimalism']",65,7MSUfLeTdDEoZiJPDSBXgi
416,Blind Melon,"{'href': None, 'total': 675169}","['alternative metal', 'alternative rock', 'blues rock', 'classic rock', 'grunge', 'pop rock', 'post-grunge', 'rock']",63,5sD1ZLf2dGQ9gQ3YJl1eAd
417,New Found Glory,"{'href': None, 'total': 560249}","['easycore', 'emo', 'pop punk', 'post-grunge', 'skate punk']",62,4ghjRm4M2vChDfTUycx0Ce
